SL NO,Hospital Name,ZONE,State,City,Address,Contact Person,Contact Number,Pincode,Area
4980,Shrinath Medicity A Multi Super Speciality Hospital,NORTH,Uttar Pradesh,Bareilly,"7, Shakti Nagar, Pilibhit Byepass Road, Bareilly 243006 Dist Bareilly Uttar Pradesh",Dr.Vivek Mishra - Managing Director,STD (0581) 2526666,243006.0,Pilibhit Bypass Road
4981,Shriram care Hospital,NORTH,Chhattisgarh,Bilaspur,"Ameri Road, Nehru Nagar, Bilaspur 495001 Dist Bilaspur Chhattisgarh",Dr Amit Soni,STD (07752) Tel: 271111; 213413,495001.0,Nehru Nagar
4982,Shriram Hospital,NORTH,Uttar Pradesh,Lucknow,"A-1030, Shalimar Crossing, Indira Nagar, Lucknow 226016 Dist Lucknow Uttar Pradesh",TPA Coordinator,STD(0522) Tel: 4068210 Fax: 2350141,226016.0,Indira Nagar
4983,Shroff Eye Centre,NORTH,Delhi,New Delhi,A-9 Kailash Colony New Delhi 110048 Dist New Delhi Delhi,Dr.V.P.Thakral - Medical Superindent,STD(011) Tel: 41633999 29231296 Fax:29244736,110048.0,Kailash Colony
4984,Shroff Eye Centre,NORTH,Haryana,Gurugram,"110-Commercial Plaza,Radisson Suites,B-Block,Sushant Lok Phase-I,Gurugram - 122009; Dist: Gurugram; State: Haryana",..,Std(0124) Tel: 4709999 Fax: 0,122009.0,Radisson Suites
4985,Shubham Hospital,WEST,Maharashtra,Thane,"1St Floor, Makwana Complex, B No.01, Veer Savarkar Marg",,,401305.0,Virar (E)
4986,Shubham Hospital,NORTH,Delhi,New Delhi,Dd-15 Kalkaji Near Main Post fice New Delhi 110019 Dist New Delhi Delhi,Dr. N K Agarwal - Medical Superintendent,STD(011) Tel: 26439867 26437885 26419895 Fax: 26288906,110019.0,Near Main Post office
4987,Shubham Hospitals,NORTH,Uttar Pradesh,Varanasi,"Sb/108-F-5a, Maqbool Alam Road, Khajuri, Varanasi 221002 Dist Varanasi Uttar Pradesh",Mr Kirty Raj,STD (0542) Tel: 2502440 2502441 Fax: 2501350,221002.0,Khajuri
4988,Shubham Surgical centre & Nursing Home,NORTH,Uttaranchal,Rudrapur,30/1- D1. D2 Civil Lines Rudrapur Rudrapur 263139 Dist Udham Singh Nagar Uttara Khand,Dr. Ajay Kumar Agarwal - Proprietor,STD(05944) Tel: 241558 242108 Fax:,263139.0,Rudrapur
4989,Shukan Multi Speciality Hospital And Trauma Center,WEST,Gujarat,Vadodara,"Near Amit Nagar Circle,Karelibaug, Vadodara, Dist:Vadodara, State:Gujarat.",Mr.Nikhil-Manager,Tel (0265) 2490590,390022.0,Near Amit Nagar Circle
4990,Shushrusha Heart Care Centre & Speciality Hospital,WEST,Maharashtra,Navi Mumbai,Plot No 22-A Palm Beach Rd Nerul Navi Mumbai 400706 Dist Thane Maharashtra,Dr. Sanjay R Tarlekar - Owner,STD(022) Tel: 27722506 27719245 Fax: 27876985,400706.0,Nerul
4991,Shushrusha Hospital,SOUTH,Karnataka,Bengaluru,Bb Road Yelahanka Bangalore 560064 Dist Bangalore Karnataka,Dr. HS Shashidhar - Medical Director,STD(080) Tel: 28460057 28463933 Fax: 28461177,560064.0,Yelahanka
4992,Shushrusha Hospital ( Dr Salphale Hospital ),WEST,Maharashtra,Chandrapur,Opp Zilla Parishad Opp Zilla Parishad Chandrapur 442401 Dist Chandrapur Maharashtra,Dr. Yogesh Salphale -,STD(07172) Tel: 250131 256131 263773 Fax: 263773,442401.0,Opp Zilla Parishad
4993,Shushrusha Suman Ramesh Tulsiani Hospital,WEST,Maharashtra,Mumbai,"Plot No.356/A/2, 356/A/5, Lt. Atmaram Surve Marg, Kannamwar Nagar - 1, Vikhroli (E), Mumbai - 400083; Dist: Mumbai; State: Maharashtra",..,Std(0) Tel: 0 Fax: 0 Mob: 7045636302,400083.0,Kannamwar Nagar - 1
4994,Shusrusha Nursing Home,EAST,West Bengal,Kolkata,P-290 CIT SCHEME VI M U C BANERJEE ROAD KOLKATA C I T SCHEME VI M WEST BENGAL KOLKATA 700054,Dr. Ashis K Mukherjee - Director,STD(033) Tel: 23628863 23628430 Fax: 23648630,700054.0,Banerjee Road
4995,Shwas Multispeciality Hospital,WEST,Maharashtra,Pune,Pune Nashik Highway Mega Centre Balaji Nagar Chakan Pune,Dr Nirhali M.S,9028346214,410501.0,Chakan
4996,Shyam Hospital,SOUTH,Telangana,Hyderabad,"Plot No:52, Panchayatraj Techers Colony, B N Reddy Nagar, Hyderabad 500070 Dist Rangareddy Telangana",Dr.Shyam,STD (040) 24094108 Fax:24093108,500070.0,B N Reddy Nagar
4997,Shyam Urological Hospital,WEST,Gujarat,Ahmedabad,"4th Floor,Viva Complex Opp: Parimal Garden Ellisbridge Ahmedabad 380006 Dist Ahmedabad Gujarat",Dr. Kandarp Parikh - Owner,STD(079) Tel: 26469846 Fax: 26466700,380006.0,Ellisbridge
4998,Shyama India Hospital Pvt. Ltd.,NORTH,Uttar Pradesh,Varanasi,"S 8/34-2K, Airport Road, Gilat bazaar Bypass, Shivpur, Varanasi, Dist: Varansi, State: Uttar Pradesh-221003",Dr. A. K. Rai - MD,"STD(0542) Tel:2283113, Fax:0, Mob: 7607345299",221003.0,Airport Road
4999,Shyamala Nursing Home,SOUTH,Tamil Nadu,Chennai,"32, Cemetry Road Old Washermenpet Chennai 600021 Dist Chennai Tamil Nadu",Dr. M S Bhavani - Managing Director,STD(044) Tel: 25900353 25901124 Fax: 4425900353,600021.0,Old Washermenpet
5000,Sibi Hospital,SOUTH,Tamil Nadu,Chennai,"No. 5, Medavakkam Main Road, Madippakkam Chennai 600091 Dist Chennai Tamil Nadu",TPA CO ORDINATOR,044-22422459,600091.0,Madippakkam
5001,Siddaganga Hospital And Research Center,SOUTH,Karnataka,Tumukuru,"Dr. Sree Shivakumara Swamiji Road(B.H. Road), Tumakuru - 572102; Dist: Tumkur; State: Karnataka",Keshavamurthiy,9731928042,572102.0,B.H. Road
5002,Siddh Pooja Hospital,WEST,Maharashtra,Thane,"Plot No:51, Sector-1, Palm Beach, Sanpada, Thane, State: Maharashtra - 400705",Dr. Smita Mandhana,STD () Tel: 0 Fax: 0 Mob: 9322275215,400705.0,Sanpada
5003,Siddham ENT Centre,NORTH,Rajasthan,Jaipur,"A-14,15, Heera Nagar, Near Ganga Jamuna Petrol Pump Gopalpura Bye Pass",Dr Rishabh Jain,STD (0141) Tel: 2504554 Fax: 2504554,302018.0,Gopalpura Byepass
5004,Siddhant Hospital,NORTH,Delhi,New Delhi,"D-7, Mahavir ENolave, Dabri - Palam Road, New Delhi 110045 Dist South West Delhi",Dr Anjali Solanki,STD(011) Tel: 25032226; 25050115 Fax: 25050115,110045.0,Dabri - Palam Road
5005,Siddharth Eye Centre,SOUTH,Telangana,Hyderabad,"3-5-782/H/1, Opp.King Kothi Hospital, King Kothi Hyderabad 500029 Dist Hyderabad Telangana",Dr.Siddharth Karan - Managing Director,STD (040) 64544469,500029.0,Opp.King Kothi Hospital
5006,Siddharth Hospital,WEST,Maharashtra,Palghar,"Rashmi Pink City, Near Don Bosco School, Naigaon East, City: Palghar; Dist: Mumbai; State: Maharashtra - 401208",DR.Ashok. Waghmare - Owner,Std (0250) Tel: 0 Fax: 0 Mob: 8898182838,401208.0,Naigaon East
5007,Siddharth Multispeciality Hospital Pvt Ltd,EAST,Bihar,Patna,"Road No. 5A, Rajendranagar Patna 800016 Dist Patna Bihar",STD (0612) Tel: 2663542 2680312 Fax: 0,Dr. Abha Sinha - MD,800016.0,Rajendranagar
5008,Siddharth Netralaya,SOUTH,Karnataka,Belagavi,"Block no: 001, Ground floor, RamaKrishna Kamal, Opp: Sardar High School Ground, Belagavi - 590001; Dist: Belgaum; State: Karnataka",Dr. Siddharth,Std (0831) Tel: 4208168 Fax: 0,590001.0,RamaKrishna Kamal
5009,Siddhartha Hospital,SOUTH,Andhra Pradesh,Kakinada,#:34-1-20 Temple Street Kakinada 533001 Dist East Godavari Andhra Pradesh,Dr. Venkatesh M - Managing Partner,STD(0884) Tel: 2368521 Fax:,533001.0,Temple Street
5010,SIDDHI EYECARE CENTRE-BANGALOR,SOUTH,Karnataka,Bengaluru,"229 7th Cross 1st Stage Indiranagar, Bangalore 560041 Dist Bangalore Karnataka",..,...,560041.0,INDIRANAGAR
5011,Siddhi Hospital,WEST,Gujarat,Ahmedabad,"1st Floor,Devi Jyot Apartment A-Ward Kubernagar Ahmedabad 382340 Dist Ahmedabad Gujarat",Dr. Sunil Wadhwani - Owner,STD(079) Tel: 22819114 22830053 Fax:,382340.0,Kubernagar
5012,Siddhi Nursing Home,WEST,Maharashtra,Mumbai,16/121 ANAND NAGAR NEAR RAKOLA MAHARASHTRA MUMBAI 400055 West,Dr. Satish Mutha,STD (022) 26685746 FAX 26685747,400055.0,"Santacruz(E),"
5013,Siddhi Vinayak Hospital,WEST,Gujarat,Ahmedabad,"Near Jaldhara Water Park, Balvatika, Kankaria, Maninagar, Ahmedabad, Dist: Ahmedabad State: Gujarat-380008",Mr.Rajendra Singh - TPA Cordinator,"STD(079) Tel: 25471025, 25465128, Fax: 25453440",380008.0,Maninagar
5014,Siddhi Vinayak Hospital,WEST,Gujarat,Ahmedabad,A-101/104 Silver Brook Near Doctor House Parimal Crossing Ahmedabad 380006 Dist Ahmedabad Gujarat,Dr. Viren B Rajyaguru - Owner,STD(079) Tel: 26401390 Fax:,380006.0,Parimal Crossing
5015,Siddhivinayak Childrens Hospital,WEST,Maharashtra,Ahmednagar,"New Tilak Road, Sukkur Chowk, Ahmednagar, Dist:Ahmednagar, State:Maharashtra - 414001",Dr.Ramdas,STD (0241) 2325099,414001.0,Sukkur Chowk
5016,Siddhivinayak Maternity And General Hospital,WEST,Maharashtra,Thane,"S-1,2nd Floor, Above Nisarg Hotel, Vartak Nagar, Vedant Complex Thane west 400606 Dist Thane Maharashtra",Dr.Amol Gitte,STD (022) 25883531 25887151,400606.0,Thane West
5017,Siddhivinayak Multispeciality Hospital,WEST,Maharashtra,Thane,"Brahman Society, Opp:ICICI Bank, Murbad Road, Kalyan, Thane 421301 Dist Thane Maharashtra",Dr. Pratap Pansare - Director,Std (0251) Tel: 2313190 Fax : 0,421301.0,Brahman Society
5018,Siddhivinayak Superspeciality Hospital,WEST,Maharashtra,Sinnar,"Behind State Bank India Opp. Sinnar Bus Terminal, Opp. Sinnar Bus Terminal, Sinnar 422103 Dist Nasik Maharashtra",Dr Pankaj Narender,STD : 02551-221357 FAX : 221557,422103.0,Opp Sinnar Bus Terminal
5019,Sidvin Hospital Pvt Ltd,SOUTH,Karnataka,Bengaluru,"1031, 20th Main Road, 5th Block, Rajajinagar Bangalore Bangalorekarnataka 560010",Dr Jayashree,"STD(080) Tel: 23505566,23506677 Fax: 23505906,23506900",560010.0,Rajajinagar
5020,Sigma Hospital,SOUTH,Telangana,Hyderabad,"Apiic Colony, Sub-Station Ida Jeedimetla Secunderabad 500055 Dist Hyderabad Telangana",Dr. Ramesh Kumar - Director,STD(040) Tel: 23090503 Fax: 23090504,500055.0,Jeedimetla
5021,Sigma Hospital (A Unit Of Sigma Lifecare (Mysore) Pvt. Ltd.),SOUTH,Karnataka,Mysuru,"P/8D, Thonachikoppal Road, Saraswathipuram, Mysore, Dist: Mysore, State: Karnataka-570009",Mr. S. Gnanashankar - MD,"STD(0821) Tel: 4266661/2, Fax: (0), Mob: 9663676818",570009.0,Mysuru
5022,Sihag Hospital,NORTH,Rajasthan,Sri Ganganagar,"2a - 18, 19 Gagan Path Sriganganagar 335001 Dist Sriganganagar Rajasthan",Dr. Manjeet Singh Nirwan -,STD(0154) Tel: 2460460 2460560 Fax: 2460138,335001.0,Gagan Path
5023,Sikka Hospital,NORTH,Punjab,Jalandhar,"125 , Shahid Udham Singh Nagar , Opp Punjab College, City: Jalandhar, Dist: Jalandhar, State: Punjab-144001",0,"STD (0) Tel:0, Fax:0, Mob: 9814061201",144001.0,Shahid Udham Singh Nagar
5024,Siliguri Greater Lions Eye Hospital,EAST,West Bengal,Kolkata,"2nd Mile, ( Behind Vishal Cinema ), Sevoke Road, Siliguri 734002 Dist Kolkata West Bengal",Mr.Kamalesh Guha,STD (0353) 2543301 2545741 Fax:2545741,734002.0,Sevoke Road
5025,Silver line Eye Hospital & Res. Centre,EAST,West Bengal,Kolkata,"396, Prince Anwar Shah Road Kolkata Kolkata 700045 Dist Kolkata West Bengal",Mr. Shankar Biswas - Chairman,STD(033) Tel: 24736940 24720836 Fax: 24720835 24730835,700045.0,Kolkata
5026,Simhagiri Hosptal,SOUTH,Andhra Pradesh,Visakhapatnam,"Main Road, New Gajuwaka, Visakhapatnam - 530026; Dist: Visakhapatnam; State: Andhra Pradesh",Dr. K. Jalyan - MD,Std(0891) Tel: 0 Fax: 0 Mob: 9533056022,530026.0,Gajuwaka
5027,Simhans Hospital,NORTH,Uttar Pradesh,Rae Bareli,"551, Civil Lines, Rae Barelli - 229001; Dist: Rae Barelli; State: Uttar Pradesh",Dr. Omika Chauhan - Director,Std (0535) Tel: 2208571 Fax: 0,229001.0,Civil Lines
5028,Simhapuri Hospitals (A Unit of Abhavanjaneya Healthcare Pvt. Ltd.),SOUTH,Andhra Pradesh,Nellore,"Nh-5, Chinthareddypalem Cross Road Nellore 524001 Dist Nellore Andhra Pradesh",Dr Anil Krishna G - MD,STD : 08612 - 6680100,524001.0,Chinthareddypalem Cross road
5029,Simrita Nursing Home,NORTH,Punjab,Rajpura,Dalima Vihar Dalima Vihar Rajpura 140401 Dist Patiala Punjab,Dr. Sarbjit Singh - Medical Director,STD(01762) Tel: 222762 501084 Fax: 243429,140401.0,Dalima Vihar
5030,SIMS Chellum Hospital,SOUTH,Tamil Nadu,Salem,"31/3c,Vijayaragavachari Road, Opp. Gandhi Road Salem 636007 Dist Salem Tamil Nadu",TPA Coordinator,"STD: 0427-2319395,2319396",636007.0,Opp. Gandhi Road
5031,Sindhia Orthoclinic,SOUTH,Tamil Nadu,Pollachi,"54, Lig Colony Mahalingapuram Pollachi Pollachi 642002 Dist Coimbatore Tamil Nadu",Dr. K Vardharajan -,STD(04259) Tel: 229163 229263 Fax:,642002.0,Pollachi
5032,Sindhura Hospitals,SOUTH,Andhra Pradesh,Srikakulam,"New Bridge Road, Srikakulam 532001 Dist Srikakulam Andhra Pradesh",Dr. DB Kameshwara Rao - Managing Director,STD(08942) Tel: 228455 Fax: 229955,532001.0,New Bridge Road
5033,Singari ENT Hospital and Research Centre,SOUTH,Andhra Pradesh,Vijayawada,"D No 29-9-54, Govinda Rajulu Street Suryaraopet Vijayawada 520002 Dist Krishna Andhra Pradesh",Dr. S Prabhakar - Managing Director,STD(0866) Tel: 2433234 2433235 2436236 Fax: 2439201,520002.0,Suryaraopet
5034,Singh Medicare Institute Pvt Ltd,EAST,West Bengal,Howrah,263/3 G T Road(South) Sibpur Sibpur 711102 Dist Howrah West Bengal,Mr Dinesh Singh,STD(033) Tel: 26782283 Fax:26788292,711102.0,Sibpur
5035,Singhal Hospital,NORTH,Delhi,New Delhi,"C-40, Street No-9, Sadh Nagar Palam New Delhi 110045 Dist New Delhi Delhi",Mr.Rohtash Singh - Director,STD (011) 25055191 25057014 Fax:25056413,110045.0,Palam
5036,Singhal Medical Centre,NORTH,Delhi,New Delhi,"E-4/3, Krishna Nagar, New Delhi New Delhi 110051 Dist Delhi Delhi",Dr. Sunil Sinhal - Managing Director,"STD(011) Tel: 22095306,22095307,22002412 Fax: 22095308",110051.0,Krishna Nagar
5037,SINGHANIA HOSPITAL,NORTH,Rajasthan,Bhiwadi,"B-162, Bhagat Singh Colony, Bhiwadi, Dist: Alwar, State: Rajasthan-301019",Dr. Manoj Singhania,"STD(01493) Tel:511456, Fax: 511456, Mob: 9116003609",301019.0,Bhiwadi
5038,Singla Hospital,NORTH,Punjab,Patiala,"37, Dhillon Marg Patiala Patiala 147001 Dist Patiala Punjab",Dr. P K Singla - Proprietor,STD(0175) Tel: 2212455 3093511 Fax:,147001.0,Patiala
5039,Singla Nursing and Eye Hospital,NORTH,Punjab,Kotkapura,"Fauji Road, Near Railway Overbridge, Kotkapura 151204 Dist Faridkot Punjab",Mr. Manish Kumar,STD (01635) Tel: 221110 227110 Fax: 221531,151204.0,Near Railway Overbridge
5040,Sinha Hospital,NORTH,Delhi,New Delhi,"Plot No.3/A, Roshan Mandi, Near PNBAtm, Tura Mandi, Najafgarh, Delhi, Dist: South West; State: Delhi- 110043",Dr. Santosh Kumar Sinha,Std (0) Tel: 0 Fax: 0 Mob: 9810748935,110043.0,Najafgarh
5041,Sinus and Nose,SOUTH,Tamil Nadu,Chennai,35a Santhome High Road Mylapore Chennai 600004 Dist Chennai Tamil Nadu,Dr. P Tulsi Das - Director,STD(044) Tel: 24984474 24986886 Fax: 24983828,600004.0,Mylapore
5042,Sir Ganga Ram Hospital,NORTH,Delhi,New Delhi,"Sir Ganga Ram Hospital Marg, Rajinder Nagar City: New Delhi, Dist: New Delhi, State: Delhi - 110060",Mr John Mathews,STD (011) Tel: 25750000 Fax: 25861002 Mob: 0,110060.0,Rajinder Nagar
5043,Sirish Hospital,NORTH,Punjab,Ludhiana,"B-Xx 1140, Krishna Nagar, Ludhiana - 141001; Dist: Ludhiana; State: Punjab",Dr. Sirish Chandra - Director,STD(0161) Tel: 2404117 2408303 Fax: 2408267,141001.0,Krishna Nagar
5044,Sirohi Medical Centre Pvt Ltd,NORTH,Haryana,Faridabad,"Clinic Plot No 5, Near Agarwal Public School, Sector-3 Faridabad 121004 Dist Faridabad Haryana",Mr. Ajay Sirohi - Director,STD(0129) Tel: 2210629 2303405 Fax: 2303407,121004.0,Sector-3
5045,Sita Bhateja Speciality Hospital,SOUTH,Karnataka,Bengaluru,"No 8 & 9, O shaughnessy Road, Langford Gardens, Near Divyasree Chambers, Hockey Stadium, Shanti Nagar Langford Town Bangalore 560025 Dist Bangalore Karnataka",Dr. Arvind Bhateja - Medical Director,STD(080) Tel: 40302700 22210701 22211702 Fax: 22485987,560025.0,Langford Town
5046,Sita Devi Hospital,NORTH,Rajasthan,Jaipur,"74, Sri Ram Colony, Hawa Sadak Jaipur 302019 Dist Jaipur Rajasthan",Dr Uttam Soni - Managing Director,STD (0141) 2210734 Fax:2211372,302019.0,Hawa Sadak
5047,Sita Ram Bhartia Institute of Science & Research,NORTH,Delhi,New Delhi,B-16 Mehrauli Instutional Area New Delhi 110016 Dist New Delhi Delhi,Mr. Kulvinder Kalra - Manager Marketing,STD(011) Tel: 26867435 42111111 Fax: 26533027 26532973,110016.0,Instutional Area
5048,Siva Eye Hospital,SOUTH,Telangana,Hyderabad,"#4-85/3, Vikasnagar, Lane Beside Rajadhani Theatre, Dilsukhnagar, Hyderabad 500060 Dist Hyderabad Telangana",Dr. Sambasiva Rao,STD(040) Tel:24043355 Fax: 24053355,500060.0,Dilsukhnagar
5049,Sivagiri Sree Narayana Medical Mission Hospital,SOUTH,Kerala,Thiruvananthapuram,"Puthanchantha, Varkala, Thiruvananthapuram 695310 Dist Thiruvananthapuram Kerala",Mr.Swamy Ameyananpa,"STD (0470) 2602248, 2602249",695310.0,Puthanchanth
5050,Sivam Hospital,SOUTH,Tamil Nadu,Chennai,"Plot No:3, Srinivasan Street, Jagathambal Colony, Ullagaram, Chennai Dist:Kanchipuram, State:Tamilnadu - 600091",Dr.V.Sivakumar,Tel: (044) 22424742,,
5051,Six Sigma Medicare & Research Ltd,WEST,Maharashtra,Nashik,"""Satgurus"", Opp: Water Tank, Mahatma Nagar, nashik 422005 Dist nashik Maharashtra",Dr. Swapnil Parakh - Director,STD (0253) 6619810 6619811 Fax:6601666,422005.0,Opp:Water Tank
5052,SK Hospital,SOUTH,Kerala,Thiruvananthapuram,"Edappazhanji Junction, Thiruvananthapuram- 695006; Dist: Thiruvananthapuram; State: Kerala",Mr.K.N.Sivankutty - Managing Partner,STD (0471) Tel: 3022222 3250038 Fax: 2356261,695006.0,Thiruvananthapuram
5053,SKG Hospital,SOUTH,Tamil Nadu,Madurai,Cinnemani Street Behind Bus Stand Thirumangalam Thirumangalam 625706 Dist Madurai Tamil Nadu,Dr. K Ramasamy -,STD(04549) Tel: 282981 Fax: 282981,625706.0,Thirumangalam
5054,SKG Hospital,NORTH,Haryana,Faridabad,"415/9, Gopal Mandir Gali, Opp.City Par, Ballabgarh 121004 Dist Faridabad Haryana",Dr. S K Gupta - Medical Director,STD(0129) Tel: 2245267 Fax: 2249366,121004.0,OppCity Par
5055,SKS Hospital,SOUTH,Tamil Nadu,Chennai,"959, Tvs Colony Annanagar West Extension Chennai Chennai 600101 Dist Chennai Tamil Nadu",Dr. S Selvakumar -,STD(044 ) Tel: 26544746 Mobile : 9841091403 Fax: 26544746,600101.0,Annanagar West Extension
5056,SKS Hospitals,SOUTH,Tamil Nadu,Salem,Alagapuram Salem Salem 636004 Dist Salem Tamil Nadu,Mr.Sundarrajan [Insurance manager],"STD (0427) Tel: 2331355 ,4033333 Mobile : 9965544728",636004.0,Salem
5057,SL Raheja Hospital,WEST,Maharashtra,Mumbai,Raheja Rugnalaya Marg Raheja Rugnalaya Marg Mahim - West Mumbai 400016 Dist Mumbai Maharashtra,Mr. Jayant Dalal - Financial Controler,STD(022) Tel: 56529999 24467585 Fax: 24467569 24443893,400016.0,Mahim - West
5058,SLG Hospitals (A Unit of Sree Lakshmi Gayathri Hospitals Private Limited),SOUTH,Telangana,Hyderabad,"No: 306, SLG Circle, Krishnaja Hills, Nizampet Road, Bachupally, City: Hyderabad, Dist: Medchal, State: Telangana - 500090",Dr. Ram Papa Rao - CEO,STD (040) Tel: 23785678 Fax: 0 Mob: 9133338705,500090.0,Bachupally
5059,SM Hospital,SOUTH,Tamil Nadu,Nilgiris,"No. 29/108, Coonoor Road, Udagamandalam, Nilgiris, Dist: Coimbatore, State: Tamil Nadu - 643001",0,STD (0423) Tel: 2442258,643001.0,Udagamandalam
5060,SMART VISION EYE HOSPITALS,SOUTH,Telangana,Hyderabad,"88, Rd Number 1, MIG 1, K P H B Phase 1, Kukatpally, Hyderabad, City: Hyderabad, Dist: Hyderabad, State: Telangana - 500072.",Mr Baswaraj,"STD (0) Tel: 0 Fax: 0 Mobile: 7997044567, 9948226000",500072.0,Kukatpally
5061,Smart Vision Eye Specialities Pvt Ltd,SOUTH,Telangana,Hyderabad,"Plot No 143, H.no. 8-3-1052/A, Sagar Society, Venkateshwara Colony, Sree Nagar Colony, Near Ratnadeep Super Market, Hyderabad - 500073; Dist: Hyderabad; State: Telangana",..,Std (0) Tel: 0 Fax: 0 Mob: 9908228872,500073.0,Sree Nagar Colony
5062,Smile Hospital,WEST,Maharashtra,Akola,RAMDASPETH TILAK PARK AKOLA MAHARASHTRA 444001,Dr.Narendra Rathi - CEO,STD (0) Tel: 9823354499,444001.0,Akola
5063,Smruti Hospital Ltd.,WEST,Gujarat,Ahmedabad,"Anandnagar, Ahmedabad, Dist: Ahmedabad; State: Gujarat",TPA Cordinator,"STD(079), Tel: 40063926, Fax: 40063927",,Anandnagar
5064,Smruti Hospitals Pvt. Ltd,WEST,Gujarat,Ahmedabad,"Shop No. 16,17,18, Sayona Arcade,Opp. Dinesh Chamber, Bapunagar, Dist: Ahmedabad, State: Gujarat - 380024",...,STD (079) Tel: 40063926 Fax: 0 Mob: 9810045754,380024.0,Bapu nagar
5065,Smt Sushilaben Mehta And Sir Kikabhai Premchand Cardiac Institute,WEST,Maharashtra,Mumbai,"Sion-Matunga Estate, Plot No 96 Road No 31 Near Gandhi Market, King Circle Sion - East Mumbai 400022 Dist Mumbai Maharashtra",Mr. Chandresh Kathuria -,STD(022) Tel: 24035454 24035459 Fax: 24094732,400022.0,Sion - East
5066,Smt. Bhagwan Devi Hospital,SOUTH,Telangana,Hyderabad,"21-7-191, Mama Jumla Phatak Bhawani Nagar Charkaman Hyderabad 500002 Dist Hyderabad Telangana",Dr. Om Prakash Agarwal - Director,STD(040) Tel: 24566490 24522160 Fax:,500002.0,Charkaman
5067,Smt. R B Shah Mahavir Super Speciality Hospital,WEST,Gujarat,Surat,"Shree Mahavir Health Campus, Athwagate, Ring Road Surat 395001 Dist Surat Gujarat",Mr Kamal Thakar,9978915427,395001.0,Athwagate
5068,Smt. Savitramma Sri Shanasappa Hospital,SOUTH,Karnataka,Hassan,Arasolere Hassan Road Hassan 573103 Dist Hassan Karnataka,Dr. B S Shivakumar -,STD(08174) Tel: 233007 Fax: 233007,573103.0,Hassan Road
5069,Smt. Shantha & Sri J.A.Narayana Rao Foundation,SOUTH,Karnataka,Bengaluru,"No.878/879, 1st 'A' Main, K.S.Twon Bangalore 560060 Dist Bangalore Karnataka",Dr.Sri Ramanarayana Rao - Director,STD (080) 28484484 28486484 Fax:28486484,560060.0,KSTwon
5070,Smt.Paarvati Devi Hospital,NORTH,Punjab,Amritsar,A-Block Ranjit Avenue Amritsar Amritsar 143001 Dist Amritsar Punjab,Mr. Sanjay Maheshwari -,STD(0183) Tel: 5096601 5096607 5096610 Fax: 5096602 5096602,143001.0,Ranjit Avenue
5071,SMV Nursing Home,SOUTH,Tamil Nadu,Chennai,"68, South Sivankoil Street, Saidapet Road, Vadapalani, Chennai 600026 Dist Chennai Tamil Nadu",Dr. Vasanthy,STD(044) Tel: 24721064 Fax: 42135008,600026.0,Vadapalani
5072,Sneh Orthopaedic Hospital,WEST,Gujarat,Ahmedabad,"35, 36 Bansidhar Society Near Anjali Cross Road, Chandanagar Road, Vasana Ahmedabad 380007 Dist Ahmedabad Gujarat",Dr. Snehal S Shah - Owner,STD(079) Tel: 26604026 Fax: 26632251,380007.0,Vasana
5073,Snehalatha Hospitals,SOUTH,Andhra Pradesh,Anantapur,"#13-5-510, Opp:Ganga-Gowri Cine Complex, Khaja Nagar Ananthapur 515001 Dist Ananthapur Andhra Pradesh",Dr.B.Aruna - Managing Director,STD (08554) 277077 Fax : 277177,515001.0,Khaja Nagar
5074,Sobti Neoro & Trauma,NORTH,Punjab,Ludhiana,"B-972, 973 Kvm School Road, Rajpura Road, Ludhiana 141001 Dist Ludhiana Punjab",Dr. M K Sobti - Managing Director,STD(0161) Tel: 2301000 6456458 Fax: 2301000 Mob : 9814057900,141001.0,Rajpura Road
5075,Sobti Nursing Home,NORTH,Haryana,Kurukshetra,"Red Road, Kurukshetra 136118 Dist Kurukshetra Haryana",Dr Amit Sobti - Director,STD (01744) 293440,136118.0,Red Road
